1	120.233509	30.174706
2	120.233382	30.174654
3	120.233279	30.174731
4	120.233166	30.17478
5	120.233114	30.174888
6	120.233065	30.17498
7	120.233012	30.175071
8	120.233025	30.175191
9	120.233006	30.175285
10	120.232925	30.175404
11	120.232888	30.175533
12	120.232858	30.175624
13	120.232786	30.175737
14	120.232723	30.175851
15	120.232714	30.175942
16	120.23274	30.176064
17	120.232784	30.176154
18	120.232857	30.17626
19	120.23292	30.176372
20	120.232941	30.176505
21	120.232939	30.1766
22	120.233012	30.176708
23	120.233112	30.176683
24	120.233229	30.176681
25	120.233344	30.176672
26	120.233455	30.176673
27	120.233573	30.176667
28	120.233707	30.176647
29	120.233822	30.176627
30	120.233975	30.176624
31	120.234125	30.176639
32	120.234232	30.17667
33	120.234397	30.176659
34	120.234511	30.176655
35	120.234629	30.176655
36	120.234741	30.176677
37	120.234875	30.176618
38	120.234992	30.176607
39	120.235105	30.176613
40	120.235215	30.176615
41	120.235325	30.176596
42	120.235439	30.176613
43	120.235546	30.176622
44	120.235701	30.176623
45	120.235822	30.176618
46	120.235927	30.176626
47	120.23606	30.176607
48	120.236212	30.176598
49	120.236377	30.176604
50	120.236532	30.176597
51	120.236645	30.176567
52	120.236753	30.176571
53	120.236858	30.176563
54	120.236974	30.176562
55	120.237095	30.176555
56	120.237223	30.176529
57	120.237359	30.176504
58	120.237512	30.176502
59	120.237618	30.176502
60	120.237753	30.176514
61	120.237903	30.17651
62	120.238007	30.176503
63	120.238114	30.176497
64	120.238256	30.176485
65	120.238381	30.176473
66	120.238499	30.176485
67	120.238629	30.176491
68	120.238747	30.176481
69	120.238877	30.176509
70	120.239009	30.176502
71	120.23914	30.176481
72	120.239278	30.176483
73	120.239417	30.176479
74	120.239564	30.176458
75	120.239714	30.176457
76	120.239871	30.176468
77	120.239992	30.176463
78	120.240123	30.176453
79	120.240241	30.176448
80	120.240373	30.176454
81	120.240514	30.176437
82	120.240642	30.176409
83	120.240767	30.176397
84	120.240922	30.1764
85	120.241039	30.176372
86	120.241158	30.176345
87	120.241265	30.176324
88	120.241406	30.176281
89	120.241533	30.17625
90	120.241638	30.176234
91	120.241759	30.176215
92	120.241865	30.176176
93	120.241982	30.176154
94	120.242077	30.176115
95	120.242187	30.17608
96	120.24229	30.176042
97	120.242397	30.176008
98	120.242545	30.175955
99	120.242653	30.175918
100	120.242762	30.17587
101	120.242867	30.175839
102	120.242984	30.175792
103	120.243123	30.175739
104	120.243226	30.175694
105	120.243336	30.175644
106	120.243437	30.175588
107	120.24354	30.175546
108	120.243662	30.175506
109	120.243758	30.175458
110	120.243874	30.175408
111	120.243982	30.175361
112	120.244091	30.175284
113	120.244188	30.175241
114	120.244301	30.175199
115	120.244409	30.175161
116	120.244526	30.175117
117	120.244645	30.175086
118	120.244755	30.175052
119	120.244864	30.175008
120	120.24496	30.174953
121	120.245076	30.174899
122	120.245224	30.17483
123	120.245352	30.174785
124	120.245491	30.174748
125	120.245596	30.174702
126	120.245686	30.174655
127	120.2458	30.174607
128	120.245901	30.174553
129	120.245989	30.174492
130	120.246082	30.174427
131	120.246165	30.174366
132	120.246258	30.17432
133	120.246326	30.174236
134	120.246416	30.174171
135	120.246523	30.174119
136	120.246634	30.174063
137	120.246762	30.174016
138	120.246873	30.173957
139	120.247011	30.173928
140	120.247133	30.173922
141	120.24725	30.173883
142	120.247359	30.173853
143	120.247478	30.173788
144	120.247571	30.173746
145	120.247674	30.173681
146	120.247817	30.173652
147	120.247945	30.173609
148	120.248091	30.173564
149	120.248206	30.173509
150	120.248312	30.173445
151	120.24842	30.173377
152	120.24851	30.17331
153	120.248612	30.173242
154	120.248697	30.173163
155	120.248789	30.173102
156	120.248889	30.173027
157	120.248986	30.172944
158	120.249109	30.172873
159	120.249204	30.172793
160	120.249289	30.172717
161	120.249372	30.172636
162	120.249475	30.17255
163	120.249563	30.172485
164	120.249662	30.172416
165	120.249758	30.17235
166	120.249864	30.172275
167	120.249965	30.172197
168	120.250046	30.172134
169	120.250126	30.172075
170	120.25022	30.172021
171	120.250313	30.171961
172	120.25039	30.171899
173	120.250484	30.171828
174	120.250575	30.171759
175	120.250663	30.171687
176	120.250749	30.171619
177	120.250844	30.171548
